index,symptom_name
4422,大腿开放性伤口
4423,大腿畸形
4424,大腿疼痛
4425,大腿皮肤烧伤
4426,大腿红斑
4427,大腿软组织损伤
4428,大腿近端疼痛
4429,大腿酸痛
4430,大腿酸胀痛
4431,大腿骨擦音
4432,大视盘
4433,大转子区域疼痛
4434,大部分病例
4435,大量出汗
4436,大量前房积脓
4437,大量尿蛋白
4438,大量的小淋巴细胞
4439,大量胸腔积液
4440,大量脱屑
4441,大量蛋白尿
4442,大量血凝块覆盖
4443,大量血尿
4444,大量阳性杆菌
4445,大阴唇发育
4446,大隐静脉弯弯曲曲
4447,大面积充填
4448,大面积糜烂
4449,天鹅绒样增厚
4450,失去弹性
4451,失去知觉
4452,失嗅
4453,失声
4454,失明
4455,失水
4456,失水虚脱
4457,失用性肌萎缩
4458,失用症
4459,失盐
4460,失盐症状
4461,失眠
4462,失眠多梦
4463,失眠症
4464,失神
4465,失聪
4466,失血性休克
4467,失语
4468,失语症
4469,失语症状
4470,失误或局灶性癫痫
4471,失音
4472,头不稳定
4473,头位倾斜
4474,头位抬高加重
4475,头倾斜
4476,头前后径短
4477,头发全部脱落
4478,头发变白
4479,头发干燥易脱落
4480,头发损害
4481,头发无光泽
4482,头发由黑变黄
4483,头发稀少
4484,头发稀疏
4485,头发纤细呈淡黄色
4486,头发细软而较少
4487,头发脆弱易端和脱落
4488,头发脱落
4489,头发触摸异常
4490,头向后仰
4491,头向患侧倾斜
4492,头围发育延迟
4493,头围小
4494,头围异常
4495,头大
4496,头大面小
4497,头小
4498,头屑增多
4499,头屑多
4500,头懵
4501,头昏
4502,头昏乏力
4503,头昏头晕
4504,头晕
4505,头晕头痛
4506,头晕恶心
4507,头晕眼花
4508,头沉
4509,头疡
4510,头疼
4511,头痛
4512,头痛、头晕，胀痛为主
4513,头痛不适，胀痛为主
4514,头痛剧烈
4515,头痛头昏
4516,头痛头昏，呈持续性胀痛为主
4517,头痛头昏，呈持续性胀痛，额顶部为主
4518,头痛头昏，烦躁不安
4519,头痛头昏，胀痛为主
4520,头痛头昏，额部痛为主
4521,头痛头晕
4522,头痛头晕，胀痛为主
4523,头痛头胀
4524,头痛性格改变
4525,头痛性质
4526,头痛恶心呕吐
4527,头痛，胀痛为主
4528,头皮、手臂、颈部和足部出现瘙痒性皮疹
4529,头皮下肿物
4530,头皮刀砍伤处流血，量较多
4531,头皮发亮
4532,头皮发痒
4533,头皮哆开
4534,头皮完整
4535,头皮感觉异常
4536,头皮挫裂伤
4537,头皮撕脱
4538,头皮水肿
4539,头皮油
4540,头皮油腻
4541,头皮淤血
4542,头皮炎性肿块
4543,头皮点状出血
4544,头皮痒
4545,头皮白色鳞屑斑片
4546,头皮破裂出血
4547,头皮破裂出血，出血量较多
4548,头皮红肿
4549,头皮群集红色小丘疹
4550,头皮肿胀
4551,头皮触摸异常
4552,头皮部位
4553,头皮静脉怒张
4554,头皮黄豆大小黄癣痂
4555,头眼偏斜
4556,头眼凝视病灶
4557,头破血流
4558,头胀
4559,头胀痛
4560,头腰部、右肘部疼痛
4561,头蒙
4562,头虱形态
4563,头部、左膝及全身多处外伤
4564,头部、左膝及全身多处疼痛
4565,头部不规则伤口
4566,头部凹陷
4567,头部出血不止
4568,头部出血，量约50ml
4569,头部创口出血，失血约100ml
4570,头部及全身多处疼痛不适
4571,头部及右侧肩关节摔伤
4572,头部及右肩右胸外伤疼痛
4573,头部及左上肢疼痛
4574,头部及左拇指持续性疼痛，锐痛为主
4575,头部及腰背部疼痛不适，胀痛为主
4576,头部发胀
4577,头部可见弹道入口
4578,头部向患侧偏斜
4579,头部外伤
4580,头部多处头皮裂伤出血
4581,头部小结节
4582,头部异物穿通
4583,头部搏动感
4584,头部歪斜
4585,头部活动受限
4586,头部浅表冻伤
4587,头部疼痛
4588,头部痛
4589,头部皮损可出现束状发
4590,头部皮破流血，量较多
4591,头部皮肤损害
4592,头部红
4593,头部肿
4594,头部肿物
4595,头部胀痛
4596,头部胀重不适
4597,头部血流不止
4598,头部血流不止，出血量多
4599,头部运动时凝视不稳
4600,头部阵发性向左侧倾斜
4601,头部颤抖
4602,头部黄白色脓栓
4603,头闷
4604,头面发育不全
4605,头面部及全身多处外伤
4606,头面部外伤
4607,头面部鲜血滴沥
4608,头顶有一头皮血肿约3cm×3cm
4609,头顶较大
4610,头颅凹陷
4611,头颅前额畸形
4612,头颅增大
4613,头颅外观畸形
4614,头颅异常增大
4615,头颅畸形
4616,头颅膨出
4617,头颅血肿
4618,头颅过早性融合
4619,头颅透光
4620,头颅额骨畸形
4621,头颈活动受限
4622,头颈部动脉搏动强烈
4623,头颈部强烈搏动感
4624,头颈部无痛性肿块皮肤瘙痒
4625,头颈部疱疹
4626,头颈部疼痛
4627,头颈部皮肤的单发斑块
4628,头颈部皮肤的单发无痛性结节
4629,头颈部静脉回流受阻
4630,夹带粘液
4631,奇痒
4632,奇痒感
4633,奇脉
4634,奔马律
4635,女性原性性闭经
4636,女性子宫发育不良
4637,女性尿道上裂
4638,女性性幼稚
4639,女性月经紊乱
4640,女性月经过多
4641,女性男性化
4642,女性第二性征缺乏
4643,女性表现为闭经
4644,女性闭经
4645,奶油咖啡斑
4646,奶酪样物质
4647,好冲动
4648,好动
4649,好斗
4650,如鱼鳞状
4651,妇女月经增多
4652,妊娠期
4653,妊娠期不明原因抽搐
4654,妨碍性功能
4655,妨碍正常排尿
4656,妨碍黄斑接受形觉刺激
4657,姿势不稳
4658,姿势异常
4659,姿势障碍
4660,姿态异常
4661,婴儿喂养困难
4662,婴儿多见
4663,婴儿早期低血糖
4664,婴儿早期肌张力低下
4665,婴儿易激惹
4666,婴儿期猫叫样哭声
4667,婴儿期肌张力低下
4668,婴儿毛发样
4669,婴儿泌尿系感染无特异性的表现
4670,婴儿痉挛
4671,婴幼儿囟门延迟闭合
4672,婴幼儿型青光眼
4673,子宫不规则出血
4674,子宫体稍大
4675,子宫内搏动性肿块
4676,子宫出血
4677,子宫包块
4678,子宫压痛
4679,子宫收缩
4680,子宫收缩乏力
4681,子宫破裂
4682,子宫触痛
4683,子宫颈举痛
4684,子宫颈分必物粘稠
4685,子宫高度平脐
4686,子痫
4687,子萎
4688,孔源性视网膜脱离
4689,孔缘性视网膜脱离
4690,存在明显的前足旋后畸形
4691,季节性发作
4692,孤独症
4693,孤独症倾向
4694,孤立性阴蒂肥大
4695,孤立的溃疡
4696,学习困难
4697,学习能力下降
4698,学习能力落后
4699,完全不能活动
4700,完全丧失
4701,完全停止排气排便
4702,完全失明
4703,完全性上睑下垂
4704,完全性截瘫
4705,完全性膀胱外翻
4706,完全性表情肌瘫痪
4707,完全无牙
4708,完全昏迷
4709,完全未发育
4710,完全瘫痪
4711,完全裂开
4712,定向力下降
4713,定向力障碍
4714,定向障碍
4715,实性肿块
4716,实质浅层浑浊
4717,室性心动过速
4718,室性心律失常
4719,室性早搏
4720,室性期前收缩
4721,室间隔厚度正常
4722,室间隔增厚
4723,室间隔穿孔于相应部位听到杂音
4724,室颤
4725,宫内早孕
4726,宫内生长迟缓
4727,宫口开大
4728,宫口未开大到6cm
4729,宫缩乏力
4730,宫缩欠佳
4731,宫缩正常
4732,宫颈与宫体完全脱出阴道口外
4733,宫颈举痛
4734,宫颈内口紧闭
4735,宫颈变软变蓝
4736,宫颈口未开
4737,宫颈口病变
4738,宫颈外口扩张
4739,宫颈外口接近处女膜缘
4740,宫颈外口脓性分泌物
4741,宫颈已达处女膜缘
4742,宫颈扩张
4743,宫颈显著增大
4744,宫颈有举痛
4745,宫颈松弛
4746,宫颈病变
4747,宫颈糜烂
4748,宫颈缩短
4749,宫颈肥大
4750,宫颈脱出阴道口但宫体仍在阴道内
4751,宫颈部分宫体脱出阴道口
4752,害怕寒冷
4753,害羞
4754,容易咬破
4755,容易疲劳
4756,容易跌倒
4757,容易骨折
4758,宽鼻畸形
4759,寂静性心肌缺血
4760,寂静肺
4761,密集小丘疹
4762,密集成群
4763,密集水泡
4764,"寒
战"
4765,寒战
4766,寒战高热
4767,寒栗
4768,寒颤
4769,寒颤高热
4770,寝汗
4771,寰枢椎向前方滑脱
4772,对侧偏瘫
4773,对侧偏身感觉障碍
4774,对侧同向性偏盲
4775,对侧感觉障碍
4776,对侧肢体偏瘫
4777,对侧肢体力弱或瘫痪
4778,对侧肢体感觉障碍
4779,对侧肾积水
4780,对侧长束损害症状
4781,对光反射消失
4782,对光反射迟钝
4783,对光反应消失
4784,对光极敏感
4785,对合不拢
4786,对合尚可
4787,对声极敏感
4788,对外界刺激无反应
4789,对外界刺激有部分反应
4790,对外界反应迟钝
4791,对洋地黄过度敏感
4792,对理解自己是异性感到宽慰
4793,对称性关节僵直挛缩
4794,对称性并指畸形
4795,对称性弛缓性麻痹
4796,对称性无力
4797,对称性显著
4798,对称性皮肤紫纹
4799,对称性红斑
4800,对称性胫前粘液性水肿
4801,对称性近端肌无力
4802,对答不能
4803,寻麻疹
4804,导尿滴沥性尿失禁
4805,导管口粘膜红肿
4806,导管阻塞
4807,射精疼痛
4808,射精障碍
4809,小下颌
4810,小丘疹
4811,小于70%
4812,小便失禁
4813,小便少
4814,小便深黄
4815,小便猝倒
4816,小便起沫
4817,小便量少色黄
4818,小便颜色加深
4819,小便黄、痛
4820,小便黄赤而少
4821,小凹
4822,小凹大小不等
4823,小出血点
4824,小动脉狭窄
4825,小卒中
4826,小囊肿无明显表现
4827,小头畸形
4828,小孔周围皮肤红肿
4829,小指不能对掌
4830,小指侧弯
4831,小指感觉障碍
4832,小指掌指关节过伸畸形
4833,小水泡
4834,小水疱
4835,小溃疡
4836,小片状上皮细胞下
4837,小疱状突起
4838,小眼球
4839,小糜烂面
4840,小红丘疹
4841,小而硬
4842,小脑共济失调
4843,小脑共济运动障碍
4844,小脑性
4845,小脑性共济失调
4846,小脑扁桃体疝
4847,小脑脑桥角综合征
4848,小脓疱
4849,小脓疱可迅速融合成片
4850,小腰肌萎缩
4851,小腹坠痛
4852,小腹坠胀
4853,小腹疼
4854,小腹疼痛
4855,小腿三头肌挤压试验
4856,小腿不敢负重
4857,小腿不等长
4858,小腿丹毒样红斑
4859,小腿内侧疼痛
4860,小腿冻伤组织坏死
4861,小腿出现假关节异常动度
4862,小腿前外侧和足背感觉丧失
4863,小腿前外侧感觉障碍
4864,小腿压痛
4865,小腿向前外侧弯曲
4866,小腿外侧疼痛
4867,小腿多处皮肤损伤
4868,小腿多处破损
4869,小腿弯曲畸形
4870,小腿抽筋
4871,小腿溃烂
4872,小腿溃疡
4873,小腿畸形
4874,小腿疼
4875,小腿疼痛
4876,小腿缩短弯曲
4877,小腿肌萎缩
4878,小腿肤色苍白
4879,小腿肿胀
4880,小腿麻木
4881,小角度斜视
4882,小角膜
4883,小阴茎
4884,小颏畸形
4885,小鱼际萎缩
4886,少关节炎
4887,少尿
4888,少尿期
4889,少数可出现自发性阵发痛
4890,少数病例可扩散至全身
4891,少汗
4892,少痰
4893,少精
4894,少许湿罗音
4895,少许鳞屑
4896,少部分可先于皮损出现
4897,少量分泌物
4898,少量白痰
4899,少量脓液
4900,少量血尿
4901,尖区第一心音减弱
4902,尖头畸形
4903,尖牙及前磨牙根尖孔未闭
4904,尖牙萌出所致拥挤错位
4905,尖臀症
4906,尖角
4907,尺动脉脉搏减弱
4908,尺状茎突基底部撕脱性骨折
4909,尺神经卡压症状
4910,尺神经损伤
4911,尺神经支配区域麻木
4912,尺神经支配区麻木
4913,尺骨茎突顶端撕脱骨折
4914,尺骨茎突骨折合并尺骨头骨折
4915,尺骨鹰嘴后突
4916,尿不尽
4917,尿不尽感
4918,尿中有粪质
4919,尿中泡沫增多
4920,尿中粪质
4921,尿中血丝
4922,尿中血块
4923,尿乳清酸升高
4924,尿乳酸升高
4925,尿便功能障碍
4926,尿便失禁
4927,尿便障碍
4928,尿后滴血
4929,尿含砷量增高
4930,尿多
4931,尿多种氨基酸排出增高
4932,尿失禁
4933,尿少
4934,尿崩
4935,尿崩症
4936,尿急
4937,尿急尿痛
4938,尿性腹水
4939,尿次数增多
4940,尿比重下降
4941,尿沉渣
4942,尿沉渣异常
4943,尿流中断
4944,尿流变细
4945,尿流率下降
4946,尿流细而无力，射程短
4947,尿流细而无力，射程短、终末滴沥
4948,尿流缓慢
4949,尿流量减少
4950,尿液不能随意排出
4951,尿液中有烧焦枫糖味
4952,尿液中细密泡沫
4953,尿液二羧酸升高
4954,尿液二羧酸正常
4955,尿液反流
4956,尿液呈现巧克力色
4957,尿液喷出
4958,尿液异常
4959,尿液有鼠臭味
4960,尿液流动障碍
4961,尿液浑浊
4962,尿液阴道流出
4963,尿液鼠臭味
4964,尿淋沥
4965,尿淋漓
4966,尿混浊
4967,尿滴沥
4968,尿潜血
4969,尿潴留
4970,尿琥珀酰丙酮增高
4971,尿痛
4972,尿磷增多
4973,尿线变细
4974,尿色加深
4975,尿色发红
4976,尿色改变
4977,尿色浓茶色
4978,尿色深
4979,尿色红
4980,尿色红色
4981,尿色逐渐加深
4982,尿色酱油色
4983,尿蛋白偏高
4984,尿蛋白定量<lg/24hr
4985,尿血
4986,尿赖氨酸身高
4987,尿路不通畅
4988,尿路刺激征
4989,尿路刺激症状
4990,尿道上裂
4991,尿道上裂表现为尿道背壁部分
4992,尿道下裂
4993,尿道下裂常有腹股沟斜疝
4994,尿道出血
4995,尿道分泌物
4996,尿道刺痒
4997,尿道压迫
4998,尿道压迫症状
4999,尿道口位于会阴部
5000,尿道口位于阴茎体
5001,尿道口位于阴茎头
5002,尿道口位于阴茎阴囊交界部
5003,尿道口冠状沟
5004,尿道口出血
5005,尿道口分泌物
5006,尿道口可异位于正常尿道口近端至会阴部尿道的任何部位
5007,尿道口异常
5008,尿道口瘙痒
5009,尿道口红肿
5010,尿道外括约肌失去控制
5011,尿道外肿物
5012,尿道开口于阴茎背侧
5013,尿道开口位置异常
5014,尿道挫伤
5015,尿道损伤
5016,尿道断裂
5017,尿道流血
5018,尿道狭窄
5019,尿道疼痛
5020,尿道痉挛
5021,尿道瘘口
5022,尿道破裂
5023,尿道肿块
5024,尿道肿物
5025,尿道背侧缺如
5026,尿道背壁缺如
5027,尿酮体阳性
5028,尿酸升高
5029,尿量
5030,尿量8-10L/d或以上
5031,尿量减少
5032,尿量增多
5033,尿量改变
5034,尿闭
5035,尿频
5036,尿频尿急尿痛
5037,尿频尿痛
5038,尿黄
5039,局灶体征
5040,局灶性体征
5041,局灶性症状
5042,局灶性癫痫发作
5043,局灶性神经功能缺失症状
5044,局灶性神经功能缺损
5045,局灶性神经功能障碍
5046,局灶性神经症状
5047,局灶性脑损害
5048,局灶症状
5049,局灶神经功能缺损
5050,局灶神经功能障碍
5051,局灶脱发
5052,局部个别牙
5053,局部凸起
5054,局部前房加深
5055,局部包块
5056,局部占位症状
5057,局部压痛
5058,局部压痛显著
5059,局部压迫
5060,局部发热
5061,局部发红
5062,局部坠胀感
5063,局部基底苍白
5064,局部多毛
5065,局部头皮损伤
5066,局部巩膜呈紫红色充血
5067,局部异物残留
5068,局部性角膜葡萄肿
5069,局部无明显炎症表现
5070,局部有深压痛
5071,局部有牙垢
5072,局部有白垩样物质流出
5073,局部有窦道形成
5074,局部有触痛
5075,局部水肿
5076,局部浸润
5077,局部浸渍
5078,局部淋巴结可肿大
5079,局部淋巴结肿大
5080,局部渗液
5081,局部湿啰音
5082,局部溃烂
5083,局部溃疡
5084,局部灼热感
5085,局部炎症
5086,局部疱疹
5087,局部疼痛
5088,局部症状
5089,局部痛
5090,局部瘀斑
5091,局部瘙痒
5092,局部瘙痒的水肿
5093,局部皮损
5094,局部皮温升高
5095,局部皮温增高
5096,局部皮肤出现较多红斑
5097,局部皮肤包块
5098,局部皮肤发痒
5099,局部皮肤发红
5100,局部皮肤坏死
5101,局部皮肤瘙痒
5102,局部皮肤破溃脓肿形成
5103,局部皮肤隆起变硬
5104,局部皮肤麻木
5105,局部破壁破裂
5106,局部硬结
5107,局部窦道形成
5108,局部红斑
5109,局部红肿
5110,局部红肿压痛
5111,局部组织发黑坏死
5112,局部组织粘连
5113,局部组织轻度肿胀
5114,局部缺血
5115,局部肌紧张
5116,局部肤温很高
5117,局部肤温高
5118,局部肿痛
5119,局部肿胀
5120,局部胀痛
5121,局部胀痛不适
5122,局部脓肿形成
5123,局部脱屑
5124,局部膨大淤血
5125,局部菜花样肿物
5126,局部血流障碍
5127,局部血肿
5128,局部角化质硬
5129,局部触痛
5130,局部轻度肿胀
5131,局部震颤
5132,局部青紫
5133,局部颜色发暗
5134,局部骨压痛
5135,局部麻木
5136,局限性充血性结节样隆起
5137,局限性哮鸣音
5138,局限性圆形灰白色溃疡
5139,局限性水肿
5140,局限性狭窄
5141,局限性疼痛
5142,局限性癫痫
5143,局限性神经症状
5144,局限性神经系统损害
5145,局限性角化性疣状丘疹
5146,局限性隆起
5147,层服用保健品
5148,屈伸受限
5149,屈伸活动不能
5150,屈光不正
5151,屈光参差
5152,屈光改变
5153,屈大腿无力
5154,屈曲功能障碍
5155,屈曲受限
5156,屈曲小于120度
5157,屈曲旋转受限
5158,屈曲活动受限
5159,屈曲畸形
5160,屈曲腱鞘炎
5161,屈膝半脱位
5162,屈膝时膝关节后方疼痛
5163,屈颈
5164,屈髋
5165,屈髋下蹲是必须分开双膝
5166,屈髋活动受限
5167,屑状斑丘疹
5168,展神经麻痹
5169,岩蝶综合征
5170,峡部常同时肿大
5171,崩蚀性溃疡
5172,嵌插骨折
5173,"左
侧更明显。"
5174,左上前牙过小
5175,左上肢“红线”
5176,左上肢乏力
5177,左上肢外伤
5178,左上肢感觉过敏
5179,左上肢有红线
5180,左上肢根性疼痛难忍
5181,左上肢红斑
5182,左上肢红线
5183,左上肢红褐色斑
5184,左上肢肌力Ⅳ级
5185,左上肢血压较右上肢降低（>20mmHg）
5186,左上肢酸胀
5187,左上肢麻木
5188,左上肺呼吸音稍弱
5189,左上腹不适
5190,左上腹无痛性包块
5191,左上腹疼痛
5192,左上腹痛
5193,左上腹部疼痛
5194,左上腹部肿块
5195,左上腹钝痛
5196,左上腹饱胀感
5197,左下唇缘灼热
5198,左下肢不全性瘫痪
5199,左下肢乏力
5200,左下肢出血点
5201,左下肢反射活动障碍
5202,左下肢发麻
5203,左下肢在移动时有轻度拖曳现象
5204,左下肢完全性瘫痪
5205,左下肢怕风
5206,左下肢憋胀
5207,左下肢斑块
5208,左下肢无力
5209,左下肢无知觉
5210,左下肢水疱
5211,左下肢水肿
5212,左下肢活动受限
5213,左下肢浮肿
5214,左下肢浸润性肿瘤
5215,左下肢淤点
5216,左下肢渐进性无力
5217,左下肢疼痛
5218,左下肢瘫软无力
5219,左下肢皮疹
5220,左下肢皮疹伴疼痛
5221,左下肢皮肤颜色较白
5222,左下肢皮色较苍白
5223,左下肢红斑簇集样
5224,左下肢红肿
5225,左下肢线状斑疹
5226,左下肢结节疼痛
5227,左下肢缩短活动受限
5228,左下肢肌力二级
5229,左下肢肿痛
5230,左下肢肿胀
5231,左下肢肿胀伴溃烂
5232,左下肢行走10分钟后胀痛
5233,左下肢行走十余分钟后胀痛
5234,左下肢行走费力
5235,左下肢酸痛
5236,左下肢间歇性跛行
5237,左下肢麻木
5238,左下肢麻木无力
5239,左下肺可闻及少量湿性啰音
5240,左下肺可闻及细湿罗音
5241,左下肺闻及少量湿罗音
5242,左下腹不适
5243,左下腹明显压痛
5244,左下腹疼
5245,左下腹疼痛
5246,左下腹痛
5247,左下腹肿物
5248,左下颌肿块
5249,左侧Hoffmann征
5250,左侧上肢肿胀
5251,左侧上肢麻木感觉
5252,左侧下肢无力
5253,左侧下腹部疼痛
5254,左侧下颌角较右侧宽大
5255,左侧凝视时出现水平复视
5256,左侧双下肢肌张力增高
5257,左侧外侧裂脑膜瘤
5258,左侧外耳道可见稀薄血性液体流出
5259,左侧头后枕部及肩背部烧灼
5260,左侧头顶头皮血肿
5261,左侧季肋疼痛
5262,左侧季肋部疼痛
5263,左侧巴氏征（＋）
5264,左侧手部疼痛
5265,左侧更明显
5266,左侧桡动脉搏动消失
5267,左侧海绵窦区见一等信号肿块影
5268,左侧甲状腺一度肿大
5269,左侧瞳孔直径0.2cm
5270,左侧瞳孔直径0.4㎝，光反射迟钝
5271,左侧第一恒磨牙近中关系
5272,左侧耳壳后可见群集水疱
5273,左侧耳道有少量出血
5274,左侧肢体偏瘫
5275,左侧肢体无力
5276,左侧肢体肌力Ⅳ级
5277,左侧肩关节处疼痛
5278,左侧肩部疼痛明显
5279,左侧肱二头肌、肱三头肌反射亢进
5280,左侧胁肋部刺痛
5281,左侧胸壁包块
5282,左侧胸痛
5283,左侧胸背部灼热
5284,左侧胸部疼痛
5285,左侧胸部皮肤皮疹
5286,左侧胸部紧缩感
5287,左侧腰腹部灼热刺痛感
5288,左侧腰腹部疼痛
5289,左侧腰腹部簇行水泡
5290,左侧膝反射(++)，右侧膝反射(+++)
5291,"左侧臀部局部压痛明
显"
5292,左侧臀部疼痛
5293,左侧足背动脉搏动减弱
5294,左侧足踝部发凉、麻木
5295,左侧面部下垂
5296,左侧颈部可触及多个肿大淋巴结
5297,左侧颈部憋胀
5298,左侧颈部活动时疼痛
5299,左侧颜面部，肘部，髋部多处皮肤擦伤
5300,左侧额部皮疹
5301,左侧额部胀痛
5302,左侧额顶叶可见一约10cm长刀口
5303,左侧髋部疼痛
5304,左侧鼻唇沟变浅
5305,左侧鼻腔出血
5306,左前胸叩浊音
5307,左前额部发红
5308,左右下肢发凉
5309,左右下肢疼痛
5310,左右下肢皮肤苍白
5311,左右下肢苍白
5312,左右下肢麻木
5313,左右摇晃如醉汉
5314,左向右分流
5315,左向右分流症状
5316,左外耳道及鼻腔见不凝血流出
5317,左室扩大
5318,左室流出道收缩晚期杂音
5319,左室运动
5320,左小腿皮肤汗毛减少
5321,左巴氏征阳性
5322,左心功能障碍
5323,左心室以下温痛觉消失
5324,左心室充盈受限
5325,左心室前外侧乳头肌肥大
5326,左心室壁厚度正常
5327,左心室扩大
5328,左心室收缩压降低
5329,左心室病变
5330,左心室舒张功能降低
5331,左心衰
5332,左心衰竭
5333,左房扩大
5334,左手指麻木
5335,左手背虎口部轻微刺痛
5336,左枕部憋胀疼痛
5337,左眼上睑红肿
5338,左眼单眼视力下降
5339,左眼反复发作红，痛
5340,左眼发红
5341,左眼干涩
5342,左眼膨出溢泪
5343,左眼视力减退
5344,左眼视力减退明显
5345,左耳听力下降
5346,左耳道及腰背部出血
5347,左耳道少许出血
5348,左耳道新鲜出血
5349,左肢体活动较右侧少
5350,左肩胀痛
5351,左肺上叶包块
5352,左肺上叶类圆形结节
5353,"左肺下叶
闻及湿啰音"
5354,左肺低分化鳞状细胞癌
5355,左肺呼吸音低
5356,左肺呼吸音减弱
5357,左肺门占位
5358,左胸水疱
5359,左胸痛
5360,左胸背皮疹
5361,左胸部疼痛
5362,左脚掌麻木
5363,左腋下左侧胸部巨大包块时瘤体边界不清
5364,左腰、臀部红褐色扁平丘疹
5365,左腰部红斑
5366,左腿下部皮下淤血
5367,左膝关节疼痛
5368,左膝疼痛
5369,左膝部疼痛
5370,左臀部核桃大小包块
5371,左足刺痛
5372,左足动脉未触及
5373,左足发凉
5374,左足疼痛
5375,左足背动脉未触及
5376,左输尿管下段狭窄
5377,左边胸痛
5378,左锁骨上淋巴结肿大
5379,左锁骨上窝血管杂音
5380,左面部间断突发闪电样锐痛
5381,左顶枕部一直径4.0㎝头皮下血肿
5382,左颈总动脉膨大处后壁可见一软斑块
5383,左颊部白色斑块
5384,左额颞部、鼻部及鼻腔出血
5385,左额颞顶部及左耳道出血
5386,左颞顶头皮肿胀
5387,左髋关节疼痛
5388,巨口畸形
5389,巨唇
5390,巨噬细胞内外有酵母样菌体
5391,巨大撕裂特殊体征
5392,巨大肿块
5393,巨大肿物可致呼吸困难
5394,巨细胞动脉炎
5395,巨舌
5396,巩膜充血
5397,巩膜厚
5398,巩膜可呈蓝灰色外观
5399,巩膜呈均匀亮蓝色
5400,巩膜呈均匀蓝灰色
5401,巩膜呈弥漫性水肿
5402,巩膜损害
5403,巩膜暴露
5404,巩膜有结节
5405,巩膜水肿
5406,巩膜皮肤黄染
5407,巩膜穿孔
5408,巩膜穿通伤口
5409,巩膜脉络膜钙化
5410,巩膜表层
5411,巩膜软化
5412,巩膜轻度黄疸
5413,巩膜透明度增加
5414,巩膜黄染
5415,差异性发绀
5416,巴彬斯基征阳性
5417,巴氏征未引出
5418,巴氏征阳性
5419,巴洛试验阳性
5420,巴通氏骨折
5421,帆状胎盘
5422,带状疱疹
5423,带状缺陷
5424,带蒂
5425,带血丝
5426,常双眼受累
5427,常取蹲踞位
5428,常染色体隐形遗传
5429,常染色体隐性遗传
5430,常用足外侧行走不能跑跳
5431,幅度不大
5432,幕样遮挡
5433,幕样黑影遮挡
5434,干咳
5435,干咳少痰
5436,干咳少量白黏痰
5437,干啰音
5438,干性坏死性溃疡
5439,干涸脱落
5440,干湿啰音
5441,干湿性啰音
5442,干燥
5443,干燥性角膜
5444,干燥皲裂
5445,干球粪
5446,干眼
5447,干酪样物
5448,平卧减轻
5449,平卧性呼吸困难
5450,平卧抬头困难
5451,平卧状态心绞痛
5452,平卧疼痛
5453,平导打开咬合
5454,平衡力下降
5455,平衡失调
5456,平衡障碍
5457,平足
5458,平面腰背筋膜
5459,年轻恒牙牙齿向根尖方向移位
5460,年轻恒牙牙齿完全脱离牙槽窝
5461,并指
5462,并趾
5463,并趾畸形
5464,幸遇减退
5465,幻听
5466,幻听幻视
5467,幻味
5468,幻嗅
5469,幻视
5470,幻觉
5471,幻觉妄想
5472,幻觉躁狂
5473,幼年关节松驰
5474,幼年发病
5475,幼稚型内外生殖器
5476,幽门梗阻
5477,广泛性对称性色素沉着
5478,广泛性瘀斑
5479,广泛浸润
5480,广泛的心肌损伤
5481,广泛鳞屑
5482,库欣样外观
5483,库氏面容
5484,应激后出现嗜睡
5485,应激状态的耐受力降低
5486,应警惕血管神经损伤
5487,底边朝向角膜
5488,废用性外斜视
5489,开口受限
5490,开口困难
5491,开口处
5492,开合
5493,开合畸形
5494,开唇露齿
5495,开放性伤口
5496,开放性损伤
5497,开放性骨折
5498,开放拍击音
5499,开瓣音
5500,开颌
5501,异位尿道口
5502,异味明显
5503,异嗜症
5504,异型淋巴细胞增多
5505,异常不规律的阴道流血
5506,异常出血
5507,异常分泌物
5508,异常动度
5509,异常勃起
5510,异常呼吸
5511,异常心音
5512,异常眼运动
5513,异常视网膜对应
5514,异常角化
5515,异常足内翻外翻
5516,异常面容
5517,异常髌骨抖动
5518,异物感
5519,异物梗阻感
5520,异物留存
5521,异物阻塞感
5522,异疲劳
5523,异相睡眠障碍
5524,异食癖
5525,弓形虫性视网膜脉络膜炎
5526,弓形足
5527,弓骨性结构完整性
5528,引起肝脏肿大
5529,弛张热
5530,弛缓性
5531,弛缓性瘫痪
5532,张力减退
5533,张力性大疱
5534,张口受限
5535,张口呼吸
5536,张口咀嚼时加重
5537,张口困难
5538,张口略感不便
5539,张闭口障碍
5540,弥散性混浊
5541,弥散性血管内凝血
5542,弥漫性充血水肿
5543,弥漫性对称性
5544,弥漫性暗红斑片
5545,弥漫性淡白色斑片
5546,弥漫性狭窄
5547,弥漫性狭窄病变
5548,弥漫性眼睑增厚
5549,弥漫性紫红斑片
5550,弥漫性红斑
5551,弥漫性肿大
5552,弥漫性腹痛
5553,弥漫性血管内凝血
5554,弥漫性视网膜出血
5555,弥漫性角膜后沉着物
5556,弥漫性骨痛
5557,弥漫的软性肿物
5558,弯曲时疼痛
5559,弯曲畸形
5560,弯腰困难
5561,弯腰疼痛加重
5562,弱视
5563,弹响
5564,弹响膝
5565,弹性假黄瘤改变
5566,弹性固定
5567,强回声钙化节
5568,强烈心跳感
5569,强直
5570,强直性
